@thewillwitt Bull shit.,2021-02-09 08:33:20.665057024,MetroVancouver,Negative
@TravellingSouth Of course it does. I couldn\u2019t imagine it otherwise! \ud83d\ude00,2021-02-09 08:33:33.373202944,MetroVancouver,Positive
@farshadatis @CDPROJEKTRED Cdpr?,2021-02-09 08:34:01.500737792,MetroVancouver,Negative
@thewillwitt The Seattle raise was an overwhelming success.,2021-02-09 08:34:20.525129984,MetroVancouver,Positive
"@mitch07935440 @globaltimesnews China is an incredible success story, not only is poverty rapidly disappearing, the\u2026 https://t.co/HW5q76aw6c",2021-02-09 08:39:02.219379968,MetroVancouver,Positive
@keriRN @Saline_tRick @doug_in_nc @kristyshl @theresagiudice @bobbiejaneV @ThomONeil1 @KeepsAtIt @poppij @Ezim79\u2026 https://t.co/RDzxIFSEsE,2021-02-09 08:39:50.435784960,MetroVancouver,Positive
"@JayRodz34 Ohh you gotta tweet me when you\u2019re watching this, it\u2019s such a gem https://t.co/UR015ZtxYT",2021-02-09 08:40:21.665772032,MetroVancouver,Positive
"@mitch07935440 @globaltimesnews Keep in mind that almost nobody in China gives a rats butt about ""democracy"" they l\u2026 https://t.co/IHXTjgAkVn",2021-02-09 08:40:37.396837120,MetroVancouver,Positive
